Date,ADS Change,EPU Change,% FTSE100 Change,Previous Day % FTSE100 Change,% MSCI Change,Vix Close,Change in SWAV
2017-01-05,-0.02082,-42.19999999999993,0.08,0.17,0.48,11.67,0.0073978159970895
2017-01-06,-0.0203489999999999,17.16999999999996,0.2,0.08,0.04,11.32,0.024226682175037
2017-01-11,-0.0189664,-23.99000000000001,0.21,0.52,-0.08,11.26,-0.0017153648417265
2017-01-12,-0.0188253999999999,-85.63,0.03,0.21,0.3,11.54,0.0044666595247541
2017-01-13,-0.0186915,8.0,0.62,0.03,0.27,11.23,-0.0041046694132054
2017-01-18,-0.0161742,-220.96000000000004,0.38,-1.46,0.16,12.48,-0.0006986568411064
2017-01-19,-0.0154303999999999,-187.98,-0.54,0.38,-0.54,12.78,0.0044342215460154
2017-01-20,-0.0146909999999999,163.26999999999992,-0.14,-0.54,0.38,11.54,0.0195201284348689
2017-01-25,-0.013633,188.85,0.2,-0.01,0.85,10.81,-0.0001747111570585
2017-01-26,-0.013776,-171.45,-0.04,0.2,-0.11,10.63,0.00859702311849
2017-01-27,-0.0139259999999999,-72.10999999999999,0.32,-0.04,-0.02,10.58,0.0095596363025228
2017-02-01,-0.0150899999999999,95.32999999999998,0.12,-0.27,0.06,11.81,0.0026316855749805
2017-02-02,-0.014342,-166.45999999999998,0.47,0.12,0.1,11.93,0.0104436613856835
2017-02-03,-0.0136,281.51,0.67,0.47,0.58,10.97,0.0036204062047602
2017-02-08,-0.008149,-13.54000000000002,0.04,0.2,0.28,11.45,-0.0040836574451394
2017-02-09,-0.006828,-103.14,0.57,0.04,0.29,10.88,-0.0013992300956636
2017-02-10,-0.0055099999999999,101.43,0.4,0.57,0.4,10.85,0.0145981016733199
2017-02-15,0.0011959999999999,119.24,0.47,-0.14,0.54,11.97,0.0205323146495843
2017-02-16,0.002556,-279.52000000000004,-0.34,0.47,0.16,11.76,0.0220788363911824
2017-02-17,0.003916,44.75,0.3,-0.34,-0.0,11.49,-0.0131980017362152
2017-02-22,0.0080889999999999,80.93,0.38,-0.34,-0.04,11.74,0.0036938509896196
2017-02-23,0.008577,-56.400000000000034,-0.42,0.38,0.16,11.71,0.0056398280640088
2017-02-24,0.00907,-21.409999999999968,-0.38,-0.42,-0.25,11.47,-0.0017146618153128
2017-03-01,0.015723,-147.29999999999995,1.64,0.14,0.96,12.54,-0.0021801134487147
2017-03-02,0.016079,37.21000000000004,-0.01,1.64,-0.4,11.81,0.0208980535524019
2017-03-03,0.0164419999999999,-353.98,-0.11,-0.01,0.01,10.96,0.0156433666380526
2017-03-08,0.015349,165.16999999999996,-0.06,-0.15,-0.32,11.86,-0.0024257234365185
2017-03-09,0.0147499999999999,327.35,-0.27,-0.06,0.06,12.3,0.0122035468966222
2017-03-10,0.014155,-563.3199999999999,0.38,-0.27,0.54,11.66,-0.0054865993049983
2017-03-15,0.0132847,-602.41,0.15,-0.13,0.61,11.63,0.0014589710701677
2017-03-16,0.0133952,11.439999999999998,0.64,0.15,0.54,11.21,0.0012605027815457
2017-03-17,0.0135109,-64.57999999999998,0.12,0.64,-0.05,11.28,0.0027784986473009
2017-03-22,0.0134189,310.89,-0.73,-0.69,-0.2,12.81,0.0035020672348422
2017-03-23,0.0133163999999999,-86.80999999999995,0.22,-0.73,0.13,13.12,0.0068344543076371
2017-03-24,0.013219,-226.72000000000003,-0.05,0.22,0.05,12.96,0.0068095092061465
2017-03-29,0.0100179999999999,90.47999999999996,0.41,0.68,-0.11,11.42,0.0022059897955136
2017-03-30,0.00902,-232.31,-0.06,0.41,0.17,11.54,0.0045175782315435
2017-03-31,0.008024,262.53,-0.63,-0.06,-0.34,12.37,0.0075555309535484
2017-04-05,0.004451,7.789999999999964,0.13,0.54,-0.22,12.89,0.0010854704217875
2017-04-06,0.0040979999999999,-8.689999999999998,-0.39,0.13,0.03,12.39,0.0011348076734079
2017-04-07,0.0037459999999999,-45.99000000000001,0.63,-0.39,-0.06,12.87,-0.0101949631931521
2017-04-12,0.002435,27.629999999999995,-0.22,0.23,-0.27,15.77,0.001266652836065
2017-04-13,0.0022339999999999,-14.439999999999998,-0.29,-0.22,-0.54,15.96,0.0233386448234197
2017-04-20,0.000533,-257.95,0.06,-0.46,0.63,14.15,0.0083074097540004
2017-04-21,0.0002579999999999,100.97999999999996,-0.06,0.06,-0.25,14.63,0.0023918158168796
2017-04-26,-0.0028419999999999,31.100000000000023,0.18,0.15,0.02,10.85,0.0033274136955498
2017-04-27,-0.003693,-117.27000000000004,-0.71,0.18,-0.07,10.36,-6.089909000972504e-05
2017-04-28,-0.004546,135.57,-0.46,-0.71,-0.15,10.82,-0.0026288453582505
2017-05-04,-0.0066859999999999,3.6399999999999855,0.19,-0.21,0.18,10.46,0.0072694883050898
2017-05-05,-0.0066489999999999,185.62,0.68,0.19,0.54,10.57,0.0048710860719685
2017-05-10,-0.006511,88.34,0.59,0.57,0.13,10.21,0.0016583902919748
2017-05-11,-0.0064929999999999,208.3,0.02,0.59,-0.25,10.6,0.0021875577664061
2017-05-12,-0.0064767,-153.15000000000003,0.66,0.02,0.09,10.4,-0.0025313086733022
2017-05-17,-0.0063123999999999,1442.29,-0.25,0.91,-1.24,15.59,0.0023487680051991
2017-05-18,-0.0062707,-1484.06,-0.89,-0.25,-0.09,14.66,0.0041108854165811
2017-05-19,-0.0062311999999999,48.99000000000001,0.46,-0.89,0.73,12.04,-0.0026819649715048
2017-05-24,-0.0040604999999999,-175.21000000000004,0.4,-0.15,0.06,10.02,0.0033815783349867
2017-05-25,-0.0033642,-3.0299999999999727,0.04,0.4,0.36,9.99,0.0204398591505891
2017-05-26,-0.0026693999999999,-43.360000000000014,0.4,0.04,-0.12,9.81,-0.0026536219003467
2017-06-01,-0.00184598,127.81999999999994,0.32,-0.09,0.59,9.89,-0.003032346931429
2017-06-02,-0.00199546,-125.57999999999991,0.05,0.32,0.63,9.75,-0.0040042083194115
2017-06-07,-0.00330628,367.16,-0.62,-0.01,0.05,10.39,0.008599894964178
2017-06-08,-0.0036451299999999,-72.33000000000004,-0.38,-0.62,-0.15,10.16,0.0062387511317948
2017-06-09,-0.0039854,103.15999999999995,1.04,-0.38,-0.07,10.7,0.0053739909324567
2017-06-14,-0.0043996,97.24,-0.35,-0.15,0.09,10.64,0.0073762463305626
2017-06-15,-0.0043127,-193.75,-0.74,-0.35,-0.73,10.9,0.0085241317889255
2017-06-16,-0.0042274999999999,-1.4500000000000457,0.6,-0.74,0.35,10.38,-0.0022359500725505
2017-06-21,-0.0046280999999999,-108.13,-0.33,-0.68,-0.13,10.75,-0.002128085894315
2017-06-22,-0.0048202,-0.169999999999959,-0.11,-0.33,0.08,10.48,-0.0016974136255949
2017-06-23,-0.0050142999999999,296.33000000000004,-0.2,-0.11,0.18,10.02,0.0020149112645407
2017-06-28,-0.0045554,211.54,-0.63,-0.17,0.74,10.03,4.808146953960701e-05
2017-06-29,-0.004275,-339.61999999999995,-0.51,-0.63,-0.63,11.44,3.7594106149896334e-05
2017-06-30,-0.0039959999999999,466.1,-0.51,-0.51,-0.16,11.18,0.0140248084777963
2017-07-05,-0.002856,-99.07,0.14,-0.27,0.07,11.07,-6.42863086871559e-05
2017-07-06,-0.0027089999999999,19.279999999999973,-0.41,0.14,-0.59,12.54,0.0008322544567812
2017-07-07,-0.002562,113.65000000000003,0.19,-0.41,0.22,11.19,0.0085334166144348
2017-07-12,-0.004125,315.38,1.19,-0.55,0.9,10.3,0.0026388350007455
2017-07-13,-0.004746,-373.0,-0.05,1.19,0.21,9.9,0.0015080442048365
2017-07-14,-0.0053689999999999,154.75,-0.47,-0.05,0.57,9.51,-0.0038787344023372
2017-07-19,-0.0061599999999999,-224.41000000000008,0.55,-0.19,0.46,9.79,-0.0029582509077022
2017-07-20,-0.0060119999999999,-235.28,0.77,0.55,0.24,9.58,0.0092105263529923
2017-07-21,-0.005866,226.85,-0.47,0.77,-0.23,9.36,-0.0266384769368018
2017-07-26,-0.006245,59.07999999999993,0.24,0.77,0.07,9.6,-0.0029046472159742
2017-07-27,-0.00647,-226.94999999999996,-0.12,0.24,0.08,10.11,0.00996020869637
2017-07-28,-0.006699,-25.96000000000004,-1.0,-0.12,-0.16,10.29,0.0038394727415618
2017-08-02,-0.0057409999999999,-120.89999999999998,-0.16,0.7,-0.01,10.28,-0.000710256840084
2017-08-03,-0.0049899999999999,-133.14999999999998,0.85,-0.16,-0.08,10.44,0.007965849309604
2017-08-04,-0.0042399999999999,368.36,0.49,0.85,-0.05,10.03,0.0014999107739114
2017-08-09,-0.0029079999999999,-59.089999999999975,-0.59,0.14,-0.25,11.11,6.0877572552686665e-05
2017-08-10,-0.0029649999999999,-58.48000000000002,-1.44,-0.59,-1.1,16.04,-0.0007858114222535
2017-08-11,-0.003022,44.69,-1.08,-1.44,-0.13,15.51,0.0032460231368262
2017-08-16,-0.002155,25.16999999999996,0.67,0.41,0.25,11.74,-0.0045211663928854
2017-08-17,-0.0018299999999999,-78.15999999999997,-0.61,0.67,-0.91,15.55,0.0109668052994641
2017-08-18,-0.001503,-238.08,-0.86,-0.61,-0.31,14.26,0.0004845538613889
2017-08-23,0.0003859999999999,75.08000000000001,0.01,0.86,-0.16,12.25,-0.0022735799463854
2017-08-24,0.0007989999999999,180.72,0.33,0.01,-0.13,12.23,0.0070912743396052
2017-08-25,0.0012119999999999,-68.96999999999997,-0.08,0.33,0.25,11.28,-0.0034136089239547
2017-08-31,0.012338,-13.289999999999992,0.89,0.38,0.63,10.59,0.0067624888825902
2017-09-01,0.0149219999999999,161.83999999999995,0.11,0.89,0.31,10.13,0.0031513080999366
2017-09-06,0.020057,-55.09000000000003,-0.25,-0.52,0.23,11.63,0.0002390198242938
2017-09-07,0.0199359999999999,-25.00999999999999,0.58,-0.25,0.28,11.55,0.0087173574113391
2017-09-08,0.019822,219.88,-0.26,0.58,-0.0,12.12,-0.0027606083829037
2017-09-13,0.0190897,203.32999999999996,-0.28,-0.17,-0.08,10.5,-0.0016967730004099
2017-09-14,0.018928,46.8900000000001,-1.14,-0.28,-0.17,10.44,0.0090750954788813
2017-09-15,0.01877378,-188.19000000000003,-1.1,-1.14,0.22,10.17,-0.0096458938800865
2017-09-20,0.0210474999999999,143.82,-0.05,0.3,0.13,9.78,-0.000698114378085
2017-09-21,0.0219169,-366.89,-0.11,-0.05,-0.42,9.67,-0.0011704294481876
2017-09-22,0.022795,176.73999999999998,0.64,-0.11,0.21,9.59,0.0134330896556466
2017-09-27,0.0264509999999999,345.01000000000005,0.38,-0.21,0.24,9.87,2.9523309430068423e-05
2017-09-28,0.027096,-375.72,0.13,0.38,0.22,9.55,0.0020499001248299
2017-09-29,0.027751,-69.21000000000004,0.68,0.13,0.41,9.51,0.0120129256370126
2017-10-04,0.024401,-0.0600000000000022,-0.01,0.39,0.07,9.63,-0.0036466169240378
2017-10-05,0.022857,250.38,0.54,-0.01,0.26,9.19,0.0041122269986307
2017-10-06,0.0213209999999999,-380.52,0.2,0.54,-0.11,9.65,-0.0059321672260644
2017-10-11,0.0125599999999999,-74.12000000000006,-0.06,0.4,0.15,9.85,0.0006489064008963
2017-10-12,0.010665,-31.889999999999983,0.3,-0.06,-0.04,9.91,0.0026108344024393
2017-10-13,0.008776,81.81,-0.28,0.3,0.22,9.61,0.0087020094465664
2017-10-18,0.0024089999999999,-123.97000000000004,0.36,-0.14,0.15,10.07,0.0009229670320047
2017-10-19,0.0015469999999999,65.24000000000001,-0.26,0.36,0.14,10.05,0.0015703822084217
2017-10-20,0.0006829999999999,-112.25,0.0,-0.26,0.11,9.97,0.0010079749255631
2017-10-25,-0.0044199999999999,-63.370000000000005,-1.05,0.03,-0.39,11.23,0.000416995685362
2017-10-26,-0.00555,-84.46999999999997,0.53,-1.05,0.11,11.3,0.0035424720977868
2017-10-27,-0.0066809999999999,-110.23000000000002,0.25,0.53,0.44,9.8,0.0074137330212407
2017-11-01,-0.011465,-169.87,-0.07,0.07,0.21,10.2,-0.0099977416009949
2017-11-02,-0.011004,271.63000000000005,0.9,-0.07,0.1,9.93,-0.0190675373023256
2017-11-03,-0.0105459999999999,198.14,0.07,0.9,0.11,9.14,0.0103202945078189
2017-11-08,-0.0084509999999999,-229.45000000000005,0.22,-0.65,0.19,9.78,0.0056843870945427
2017-11-09,-0.00806,53.72000000000003,-0.61,0.22,-0.41,10.5,0.0152618760378896
2017-11-10,-0.007672,13.819999999999991,-0.68,-0.61,-0.1,11.29,0.0012082248133744
2017-11-15,-0.007653,-335.66,-0.56,-0.01,-0.53,13.13,0.0040168777121966
2017-11-16,-0.007909,0.8300000000000409,0.19,-0.56,0.73,11.76,-0.0015286061678876
2017-11-17,-0.0081659999999999,-118.73000000000002,-0.08,0.19,-0.13,11.43,0.0183530630648489
2017-11-22,-0.0088829999999999,22.909999999999968,0.1,0.3,0.14,9.88,0.0043811638217077
2017-11-23,-0.008954,-73.01999999999998,-0.02,0.1,0.16,9.88,0.0097857887977125
2017-11-24,-0.009028,-218.44000000000003,-0.1,-0.02,0.3,9.67,0.0038020820785885
2017-11-29,-0.0093489999999999,217.32000000000005,-0.9,1.04,-0.02,10.7,0.0065822224456433
2017-11-30,-0.009409,-415.58,-0.9,-0.9,0.54,11.28,0.0113508959004785
2017-12-01,-0.0094739999999999,-22.670000000000016,-0.36,-0.9,-0.38,11.43,0.0183856840799486
2017-12-06,-0.013669,151.44,0.28,-0.16,-0.26,11.02,0.0069553208701078
2017-12-07,-0.0147059999999999,-122.25,-0.37,0.28,0.26,10.16,0.014313275850327
2017-12-08,-0.015748,151.73000000000002,1.0,-0.37,0.48,9.58,0.0004223389728649
2017-12-13,-0.017514,-4.75,-0.05,0.63,0.05,10.18,-0.0004360269001241
2017-12-14,-0.017414,84.50999999999999,-0.65,-0.05,-0.33,10.49,0.001887664804923
2017-12-15,-0.0173225999999999,232.09000000000003,0.57,-0.65,0.38,9.42,0.0119174747906127
2017-12-20,-0.01802487,53.93000000000001,-0.25,0.09,-0.04,9.72,0.000366187668421
2017-12-21,-0.01832783,-187.41000000000005,1.05,-0.25,0.25,9.62,0.0116618611139373
2017-12-22,-0.0186377,26.08000000000004,-0.15,1.05,-0.06,9.9,0.0006049215474313
2017-12-29,-0.0232979999999999,-60.71000000000004,0.85,0.03,-0.16,11.04,0.0060356343954799
2018-01-04,-0.0189759999999999,-273.18000000000006,0.32,0.3,0.8,9.22,0.0155047022612695
2018-01-05,-0.016809,265.08000000000004,0.37,0.32,0.65,9.22,0.0023624375410268
2018-01-10,-0.0095709999999999,52.30000000000001,0.23,0.45,0.02,9.82,0.0012978881767051
2018-01-11,-0.008605,-86.69999999999999,0.19,0.23,0.44,9.88,0.0080370286965297
2018-01-12,-0.0076419999999999,99.95999999999998,0.2,0.19,0.62,10.16,-0.002831381255668
2018-01-17,0.000141,304.55,-0.39,-0.17,0.53,11.91,0.0026527398193284
2018-01-18,0.0020949999999999,-79.97000000000003,-0.32,-0.39,-0.15,12.22,0.0126877269008178
2018-01-19,0.00405,-197.86,0.39,-0.32,0.49,11.27,0.0044518334224459
2018-01-24,0.013346,-286.68,-1.14,0.21,0.1,11.47,0.0031317441858891
2018-01-25,0.0151509999999999,-45.88999999999999,-0.36,-1.14,0.09,11.58,0.0004661587175195
2018-01-26,0.016959,136.64,0.65,-0.36,0.65,11.08,-0.0053816016791818
2018-01-31,0.0260229999999999,135.32,-0.72,-1.09,-0.04,13.54,0.0017156985934829
2018-02-01,0.0278489999999999,-210.47,-0.57,-0.72,-0.03,13.47,0.0057219670928481
2018-02-02,0.026521,83.6,-0.63,-0.57,-1.85,17.31,-0.0023261811871194
2018-02-07,0.0207307,1.4699999999999989,1.93,-2.64,0.11,27.73,0.0010801342648127
2018-02-08,0.0196937999999999,105.49,-1.49,1.93,-2.67,33.46,-0.0114717685712236
2018-02-09,0.0186644999999999,-79.03,-1.09,-1.49,0.29,29.06,0.0140460583234237
2018-02-14,0.01272,-45.079999999999984,0.64,-0.13,1.21,19.26,-0.0172933592112198
2018-02-15,0.0114282,-38.860000000000014,0.29,0.64,1.19,19.13,0.0223609968749032
2018-02-16,0.0101408,-47.35999999999999,0.83,0.29,0.33,19.46,0.0048629123816142
2018-02-21,0.0041539999999999,-0.6699999999999875,0.48,-0.01,-0.37,20.02,-0.0019675890383149
2018-02-22,0.003016,149.20999999999998,-0.4,0.48,-0.06,18.72,0.0050543588835508
2018-02-23,0.00188,8.610000000000014,-0.11,-0.4,1.12,16.49,0.0026443040646954
2018-02-28,-0.0017929999999999,107.23,-0.69,-0.1,-1.05,19.85,0.0043728424851101
2018-03-01,-0.0022609999999999,197.98,-0.78,-0.69,-1.32,22.47,0.0062140561296788
2018-03-02,-0.001432,30.230000000000015,-1.47,-0.78,-0.01,19.59,-0.0002509870770088
2018-03-07,0.0004703,-265.03000000000003,0.16,0.43,-0.08,17.76,0.0037836404806109
2018-03-08,0.0005518999999999,-67.00999999999999,0.63,0.16,0.44,16.54,0.0008084527079449
2018-03-09,0.0006339999999999,151.83999999999995,0.3,0.63,1.13,14.64,0.00272701910051
2018-03-14,0.0019749999999999,166.39999999999998,-0.09,-1.05,-0.47,17.23,0.0040586625981551
2018-03-15,0.002367,-324.29999999999995,0.1,-0.09,-0.05,16.59,-0.0006277225632241
2018-03-16,0.002762,-44.06,0.34,0.1,0.03,15.8,0.0047693956118264
2018-03-21,0.0039599999999999,27.79000000000002,-0.32,0.26,-0.08,17.86,0.0089266508892922
2018-03-22,0.004098,-42.5,-1.23,-0.32,-1.72,23.34,0.0014678948985905
2018-03-23,0.0042379999999999,-12.370000000000005,-0.44,-1.23,-1.76,24.87,0.0067401818042303
2018-03-28,0.0069789999999999,-175.53000000000003,0.64,1.62,-0.38,22.87,0.0107059898826034
2018-03-29,0.007803,81.41000000000003,0.17,0.64,0.87,19.97,-0.002513062062591
2018-04-05,0.0067129999999999,32.19,2.35,0.05,0.94,18.94,0.013165859494549
2018-04-06,0.0058259999999999,207.11,-0.22,2.35,-1.34,21.49,0.0035795226539943
2018-04-11,0.001433,34.950000000000045,-0.13,1.0,-0.36,20.24,0.0074194801646942
2018-04-12,0.000558,-191.99,0.02,-0.13,0.4,18.49,0.0041418171338282
2018-04-13,-0.000314,337.24,0.09,0.02,-0.09,17.41,0.0038848532462161
2018-04-18,-0.008857,0.9500000000000456,1.26,0.39,0.35,15.6,0.0090964817266454
2018-04-19,-0.0111279999999999,53.329999999999984,0.16,1.26,-0.37,15.96,0.0035262885344519
2018-04-20,-0.0134029999999999,-86.42000000000002,0.54,0.16,-0.77,16.88,-0.0162947666653939
2018-04-25,-0.020849,60.35,-0.62,0.36,-0.23,17.84,-0.0009508174010728
2018-04-26,-0.0218234999999999,-151.46,0.57,-0.62,0.76,16.24,0.0078556910670881
2018-04-27,-0.0228075999999999,150.03,1.09,0.57,0.17,15.41,-0.0252775998816574
2018-05-02,-0.0254714,159.93999999999997,0.3,0.15,-0.34,15.97,-3.931439917115309e-05
2018-05-03,-0.0240844999999999,31.600000000000023,-0.54,0.3,-0.26,15.9,0.0115778275889685
2018-05-04,-0.0227071,-115.5,0.86,-0.54,0.87,14.77,-0.004490398688581
2018-05-10,-0.013047,-90.14000000000004,0.5,1.28,0.65,13.23,0.0084444467996768
2018-05-11,-0.011329,-40.73999999999995,0.31,0.5,0.4,12.65,0.018567016770553
2018-05-16,-0.0031739999999999,-427.9000000000001,0.15,0.16,0.14,13.42,-0.0036438275698992
2018-05-17,-0.0015999999999999,-55.47,0.7,0.15,0.12,13.43,0.0073638663584939
2018-05-18,-2.6999999999999247e-05,126.06,-0.12,0.7,-0.22,13.42,0.0034544798715248
2018-05-23,0.005733,-64.22000000000003,-1.13,0.23,-0.28,12.58,-0.0006639441232568
2018-05-24,0.0066089999999999,124.3,-0.92,-1.13,-0.24,12.53,0.0012267534487776
2018-05-25,0.007486,105.22000000000004,0.18,-0.92,-0.33,13.22,-0.0021854155843605
2018-05-31,0.014434,-169.42000000000002,-0.15,0.75,-0.36,15.43,0.0077326991358026
2018-06-01,0.0157409999999999,-116.45,0.31,-0.15,0.78,13.46,0.0123636935201536
2018-06-06,0.0116948,123.70999999999998,0.33,-0.7,0.82,11.64,0.0042235849765455
2018-06-07,0.0108691999999999,-122.38999999999992,-0.1,0.33,0.04,12.13,0.0013881191077956
2018-06-08,0.0100477999999999,-29.140000000000043,-0.3,-0.1,0.01,12.18,-0.004326300120598
2018-06-13,0.0056059299999999,59.24000000000001,-0.0,-0.43,-0.24,12.94,0.0011487722359176
2018-06-14,0.00467396,-52.77000000000004,0.81,-0.0,0.09,12.12,0.0089693843306242
2018-06-15,0.00374378,111.05,-1.7,0.81,-0.37,11.98,0.0064904663573891
2018-06-20,0.0001741399999999,-61.079999999999984,0.31,-0.36,0.3,12.79,0.0076984025634871
2018-06-21,-0.00039652,123.35000000000002,-0.93,0.31,-0.56,14.64,0.0103988447639607
2018-06-22,-0.0009673299999999,-19.5,1.67,-0.93,0.43,13.77,0.0070159661439139
2018-06-27,-0.00355356,21.30000000000001,1.11,0.37,-0.58,17.91,0.0024133206055392
2018-06-28,-0.00403714,-95.39999999999998,-0.08,1.11,0.16,16.85,0.0048605744091825
2018-06-29,-0.0045223,245.6,0.28,-0.08,0.47,16.09,-0.0734080715164298
2018-07-04,-0.0038851,15.029999999999973,-0.27,0.6,0.01,16.14,0.0045299958883849
2018-07-05,-0.0033508,-14.639999999999986,0.4,-0.27,0.67,14.97,0.0049160614371787
2018-07-06,-0.0028176999999999,-49.09000000000003,0.19,0.4,0.84,13.37,0.0089357250467167
2018-07-11,-7.630000000000137e-05,34.650000000000006,-1.3,0.05,-0.87,13.63,0.0049657600688962
2018-07-12,0.0004827999999999,85.67999999999998,0.78,-1.3,0.64,12.58,-0.0108918466591262
2018-07-13,0.001042,1.650000000000034,0.14,0.78,0.18,12.18,-0.0027854732411216
2018-07-18,0.0059679,-210.31,0.65,0.34,0.19,12.1,0.0018422475198912
2018-07-19,0.0072403999999999,50.46000000000001,0.1,0.65,-0.35,12.87,0.0109962918671708
2018-07-20,0.0085158,-84.33000000000001,-0.07,0.1,0.2,12.86,-0.0046976150235868
2018-07-25,0.0139198999999999,51.56999999999999,-0.66,0.7,0.5,12.29,0.0045320603985039
2018-07-26,0.0148779,-432.73,0.06,-0.66,0.01,12.14,0.0003061468464808
2018-07-27,0.0158415999999999,256.82000000000005,0.5,0.06,-0.27,13.03,0.0100117869982201
2018-08-01,0.021597,13.75,-1.24,0.62,-0.17,13.15,0.0017545310479634
2018-08-02,0.020193,143.65000000000003,-1.01,-1.24,-0.08,12.19,0.0149336154141977
2018-08-03,0.0187939999999999,-3.200000000000045,1.1,-1.01,0.36,11.64,-0.0342048557987864
2018-08-08,0.0110119999999999,-127.26,0.75,0.71,-0.03,10.85,0.0008924334558479
2018-08-09,0.009352,6.060000000000002,-0.45,0.75,-0.11,11.27,0.0018155554827418
2018-08-10,0.007695,-2.579999999999984,-0.97,-0.45,-1.1,13.16,0.0114142997318854
2018-08-15,0.0001129999999999,-27.359999999999985,-1.49,-0.4,-1.01,14.64,-0.0002574914055674
2018-08-16,-0.0013119999999999,117.71,0.78,-1.49,0.73,13.45,0.0061812863534698
2018-08-17,-0.0027369999999999,15.449999999999989,0.03,0.78,0.33,12.64,0.0060168413984498
2018-08-22,-0.0094969999999999,94.96,0.11,-0.34,0.2,12.25,-0.0007423781974524
2018-08-23,-0.010806,96.89999999999998,-0.15,0.11,-0.31,12.41,0.0081979668023269
2018-08-24,-0.0121179999999999,-38.67999999999995,0.19,-0.15,0.58,11.99,0.0033683398571978
2018-08-30,-0.022652,-48.870000000000005,-0.62,-0.71,-0.42,13.53,0.0265973667378126
2018-08-31,-0.024646,-147.85000000000002,-1.11,-0.62,-0.28,12.86,-0.0089473719834315
2018-09-05,-0.024036,-85.24,-1.0,-0.62,-0.47,13.91,-0.0005076776461432
2018-09-06,-0.023269,3.850000000000009,-0.87,-1.0,-0.41,14.65,0.0011621294007769
2018-09-07,-0.0225109999999999,5.450000000000003,-0.56,-0.87,-0.3,14.88,0.0079744256418644
2018-09-12,-0.019021,-43.11,0.55,-0.08,0.23,13.14,0.0015462506723805
2018-09-13,-0.0183689999999999,39.89999999999999,-0.43,0.55,0.46,12.37,0.0018885130813726
2018-09-14,-0.0177249999999999,-21.319999999999997,0.31,-0.43,0.18,12.07,0.0018360431978627
2018-09-19,-0.015035,-45.45,0.42,-0.03,0.25,11.75,0.0006831962256873
2018-09-20,-0.0145739999999999,-16.540000000000006,0.49,0.42,0.82,11.8,0.0212236212980417
2018-09-21,-0.0141189999999999,58.6,1.67,0.49,0.2,11.68,-0.0150429524956919
2018-09-26,-0.0111459999999999,-51.64999999999999,0.05,0.66,-0.22,12.89,-0.0003392680669431
